filename,original_name,file_path,file_size,mime_type,alt_text,uploaded_at
Ultratech_Cement_Logo.png,Ultratech_Cement_Logo.png,/media/client-logos/Ultratech_Cement_Logo.png,67107,image/png,Client logo: Ultratech_Cement_Logo,2025-08-22 06:12:11
nuvoco.jpeg,nuvoco.jpeg,/media/client-logos/nuvoco.jpeg,4741,image/jpeg,Client logo: nuvoco,2025-08-22 06:12:11
reliance ind.png,reliance ind.png,/media/client-logos/reliance ind.png,80219,image/png,Client logo: reliance ind,2025-08-22 06:12:11
BMC.png,BMC.png,/media/approval-logos/BMC.png,16599,image/png,Approval authority logo: BMC,2025-08-22 06:12:11
DMRC.png,DMRC.png,/media/approval-logos/DMRC.png,105912,image/png,Approval authority logo: DMRC,2025-08-22 06:12:11
ENGINEERS INDIA LTD.png,ENGINEERS INDIA LTD.png,/media/approval-logos/ENGINEERS INDIA LTD.png,4413,image/png,Approval authority logo: ENGINEERS INDIA LTD,2025-08-22 06:12:11
GMRC.png,GMRC.png,/media/approval-logos/GMRC.png,776715,image/png,Approval authority logo: GMRC,2025-08-22 06:12:11
JMRC(DMRC).png,JMRC(DMRC).png,/media/approval-logos/JMRC(DMRC).png,4774,image/png,Approval authority logo: JMRC(DMRC),2025-08-22 06:12:11
LEA ASSOCIATE.jpg,LEA ASSOCIATE.jpg,/media/approval-logos/LEA ASSOCIATE.jpg,2830,image/jpg,Approval authority logo: LEA ASSOCIATE,2025-08-22 06:12:11
MMRDA.jpg,MMRDA.jpg,/media/approval-logos/MMRDA.jpg,11450,image/jpg,Approval authority logo: MMRDA,2025-08-22 06:12:11
Mumbai_Metro_MMRDA.jpg,Mumbai_Metro_MMRDA.jpg,/media/approval-logos/Mumbai_Metro_MMRDA.jpg,37599,image/jpg,Approval authority logo: Mumbai_Metro_MMRDA,2025-08-22 06:12:11
NCRTC_logo.png,NCRTC_logo.png,/media/approval-logos/NCRTC_logo.png,7034,image/png,Approval authority logo: NCRTC_logo,2025-08-22 06:12:11
NHSRCL_Logo.svg.png,NHSRCL_Logo.svg.png,/media/approval-logos/NHSRCL_Logo.svg.png,159338,image/png,Approval authority logo: NHSRCL_Logo.svg,2025-08-22 06:12:11
NORTH-WESTERN RAILWAY.jpg,NORTH-WESTERN RAILWAY.jpg,/media/approval-logos/NORTH-WESTERN RAILWAY.jpg,21670,image/jpg,Approval authority logo: NORTH-WESTERN RAILWAY,2025-08-22 06:12:11
RVNL.png,RVNL.png,/media/approval-logos/RVNL.png,5716,image/png,Approval authority logo: RVNL,2025-08-22 06:12:11
2.Mumbai Metro J KUMAR.jpeg,2.Mumbai Metro J KUMAR.jpeg,/media/project-photos/metro-rail/2.Mumbai Metro J KUMAR.jpeg,113586,image/jpeg,Metro Rail Projects: 2.Mumbai Metro J KUMAR,2025-08-22 06:12:11
3. Ahmedabad - Gandhinagar Metro 1.webp,3. Ahmedabad - Gandhinagar Metro 1.webp,/media/project-photos/metro-rail/3. Ahmedabad - Gandhinagar Metro 1.webp,62056,image/webp,Metro Rail Projects: 3. Ahmedabad - Gandhinagar Metro 1,2025-08-22 06:12:11
3.Ahmedabad - Gandhinagar Metro.webp,3.Ahmedabad - Gandhinagar Metro.webp,/media/project-photos/metro-rail/3.Ahmedabad - Gandhinagar Metro.webp,146738,image/webp,Metro Rail Projects: 3.Ahmedabad - Gandhinagar Metro,2025-08-22 06:12:11
3.Ahmedabad-Gandhinagar-Metro.jpg,3.Ahmedabad-Gandhinagar-Metro.jpg,/media/project-photos/metro-rail/3.Ahmedabad-Gandhinagar-Metro.jpg,79517,image/jpg,Metro Rail Projects: 3.Ahmedabad-Gandhinagar-Metro,2025-08-22 06:12:11
3.Ahmedabad-Gandhinagar-Metro.webp,3.Ahmedabad-Gandhinagar-Metro.webp,/media/project-photos/metro-rail/3.Ahmedabad-Gandhinagar-Metro.webp,626626,image/webp,Metro Rail Projects: 3.Ahmedabad-Gandhinagar-Metro,2025-08-22 06:12:11
4.SURAT METRO (1).webp,4.SURAT METRO (1).webp,/media/project-photos/metro-rail/4.SURAT METRO (1).webp,74474,image/webp,Metro Rail Projects: 4.SURAT METRO (1),2025-08-22 06:12:11
4.SURAT METRO 2.jpeg,4.SURAT METRO 2.jpeg,/media/project-photos/metro-rail/4.SURAT METRO 2.jpeg,126580,image/jpeg,Metro Rail Projects: 4.SURAT METRO 2,2025-08-22 06:12:11
4.SURAT METRO.webp,4.SURAT METRO.webp,/media/project-photos/metro-rail/4.SURAT METRO.webp,74474,image/webp,Metro Rail Projects: 4.SURAT METRO,2025-08-22 06:12:11
5.JAIPUR METRO 1.webp,5.JAIPUR METRO 1.webp,/media/project-photos/metro-rail/5.JAIPUR METRO 1.webp,41222,image/webp,Metro Rail Projects: 5.JAIPUR METRO 1,2025-08-22 06:12:11
6. RAILWAY 1.webp,6. RAILWAY 1.webp,/media/project-photos/metro-rail/6. RAILWAY 1.webp,58284,image/webp,Metro Rail Projects: 6. RAILWAY 1,2025-08-22 06:12:11
6.RAILWAY 2.jpeg,6.RAILWAY 2.jpeg,/media/project-photos/metro-rail/6.RAILWAY 2.jpeg,59810,image/jpeg,Metro Rail Projects: 6.RAILWAY 2,2025-08-22 06:12:11
6.RAILWAY.webp,6.RAILWAY.webp,/media/project-photos/metro-rail/6.RAILWAY.webp,130406,image/webp,Metro Rail Projects: 6.RAILWAY,2025-08-22 06:12:11
JAIPUR METRO.jpg,JAIPUR METRO.jpg,/media/project-photos/metro-rail/JAIPUR METRO.jpg,66878,image/jpg,Metro Rail Projects: JAIPUR METRO,2025-08-22 06:12:11
metro depot gyaspur.jpg,metro depot gyaspur.jpg,/media/project-photos/metro-rail/metro depot gyaspur.jpg,1305157,image/jpg,Metro Rail Projects: metro depot gyaspur,2025-08-22 06:12:11
railway2.png,railway2.png,/media/project-photos/metro-rail/railway2.png,592021,image/png,Metro Rail Projects: railway2,2025-08-22 06:12:11
10.Bharuch Dahej Access Controlled Expressway (1).webp,10.Bharuch Dahej Access Controlled Expressway (1).webp,/media/project-photos/road-projects/10.Bharuch Dahej Access Controlled Expressway (1).webp,64094,image/webp,Road Projects: 10.Bharuch Dahej Access Controlled Expressway (1),2025-08-22 06:12:11
10.Bharuch Dahej Access Controlled Expressway 2.jpeg,10.Bharuch Dahej Access Controlled Expressway 2.jpeg,/media/project-photos/road-projects/10.Bharuch Dahej Access Controlled Expressway 2.jpeg,285940,image/jpeg,Road Projects: 10.Bharuch Dahej Access Controlled Expressway 2,2025-08-22 06:12:11
10.Bharuch Dahej Access Controlled Expressway.webp,10.Bharuch Dahej Access Controlled Expressway.webp,/media/project-photos/road-projects/10.Bharuch Dahej Access Controlled Expressway.webp,64094,image/webp,Road Projects: 10.Bharuch Dahej Access Controlled Expressway,2025-08-22 06:12:11
11.Ahmedabad – Dholera 6 lane Expressway 1.jpeg,11.Ahmedabad – Dholera 6 lane Expressway 1.jpeg,/media/project-photos/road-projects/11.Ahmedabad – Dholera 6 lane Expressway 1.jpeg,138142,image/jpeg,Road Projects: 11.Ahmedabad – Dholera 6 lane Expressway 1,2025-08-22 06:12:11
11.Ahmedabad – Dholera 6 lane Expressway 2.jpeg,11.Ahmedabad – Dholera 6 lane Expressway 2.jpeg,/media/project-photos/road-projects/11.Ahmedabad – Dholera 6 lane Expressway 2.jpeg,136458,image/jpeg,Road Projects: 11.Ahmedabad – Dholera 6 lane Expressway 2,2025-08-22 06:12:11
11.Ahmedabad – Dholera 6 lane Expressway 3.jpeg,11.Ahmedabad – Dholera 6 lane Expressway 3.jpeg,/media/project-photos/road-projects/11.Ahmedabad – Dholera 6 lane Expressway 3.jpeg,24043,image/jpeg,Road Projects: 11.Ahmedabad – Dholera 6 lane Expressway 3,2025-08-22 06:12:11
12.Girvi– Phaltan Project (MSIDC).jpeg,12.Girvi– Phaltan Project (MSIDC).jpeg,/media/project-photos/road-projects/12.Girvi– Phaltan Project (MSIDC).jpeg,68449,image/jpeg,Road Projects: 12.Girvi– Phaltan Project (MSIDC),2025-08-22 06:12:11
13.Jalgaon– Jamod Project.webp,13.Jalgaon– Jamod Project.webp,/media/project-photos/road-projects/13.Jalgaon– Jamod Project.webp,182706,image/webp,Road Projects: 13.Jalgaon– Jamod Project,2025-08-22 06:12:11
14.Daman Devka Beach Road Project 1.webp,14.Daman Devka Beach Road Project 1.webp,/media/project-photos/road-projects/14.Daman Devka Beach Road Project 1.webp,38074,image/webp,Road Projects: 14.Daman Devka Beach Road Project 1,2025-08-22 06:12:11
7.Vadodara – Mumbai 8 lane PQC Expressway (1).jpeg,7.Vadodara – Mumbai 8 lane PQC Expressway (1).jpeg,/media/project-photos/road-projects/7.Vadodara – Mumbai 8 lane PQC Expressway (1).jpeg,198446,image/jpeg,Road Projects: 7.Vadodara – Mumbai 8 lane PQC Expressway (1),2025-08-22 06:12:11
8.DELHI - VADODARA PQC 8 LINE 1.jpeg,8.DELHI - VADODARA PQC 8 LINE 1.jpeg,/media/project-photos/road-projects/8.DELHI - VADODARA PQC 8 LINE 1.jpeg,134482,image/jpeg,Road Projects: 8.DELHI - VADODARA PQC 8 LINE 1,2025-08-22 06:12:11
8.DELHI - VADODARA PQC 8 LINE 2.jpeg,8.DELHI - VADODARA PQC 8 LINE 2.jpeg,/media/project-photos/road-projects/8.DELHI - VADODARA PQC 8 LINE 2.jpeg,173398,image/jpeg,Road Projects: 8.DELHI - VADODARA PQC 8 LINE 2,2025-08-22 06:12:11
8.DELHI - VADODARA PQC 8 LINE 3.jpeg,8.DELHI - VADODARA PQC 8 LINE 3.jpeg,/media/project-photos/road-projects/8.DELHI - VADODARA PQC 8 LINE 3.jpeg,98196,image/jpeg,Road Projects: 8.DELHI - VADODARA PQC 8 LINE 3,2025-08-22 06:12:11
8.DELHI - VADODARA PQC 8 LINE.jpeg,8.DELHI - VADODARA PQC 8 LINE.jpeg,/media/project-photos/road-projects/8.DELHI - VADODARA PQC 8 LINE.jpeg,631628,image/jpeg,Road Projects: 8.DELHI - VADODARA PQC 8 LINE,2025-08-22 06:12:11
9.Mumbai – Nagpur Samruddhi Mahamarg Expressway 2.jpeg,9.Mumbai – Nagpur Samruddhi Mahamarg Expressway 2.jpeg,/media/project-photos/road-projects/9.Mumbai – Nagpur Samruddhi Mahamarg Expressway 2.jpeg,502562,image/jpeg,Road Projects: 9.Mumbai – Nagpur Samruddhi Mahamarg Expressway 2,2025-08-22 06:12:11
9.Mumbai – Nagpur Samruddhi Mahamarg Expressway 3.jpeg,9.Mumbai – Nagpur Samruddhi Mahamarg Expressway 3.jpeg,/media/project-photos/road-projects/9.Mumbai – Nagpur Samruddhi Mahamarg Expressway 3.jpeg,232407,image/jpeg,Road Projects: 9.Mumbai – Nagpur Samruddhi Mahamarg Expressway 3,2025-08-22 06:12:11
9.Mumbai – Nagpur Samruddhi Mahamarg Expressway.jpeg,9.Mumbai – Nagpur Samruddhi Mahamarg Expressway.jpeg,/media/project-photos/road-projects/9.Mumbai – Nagpur Samruddhi Mahamarg Expressway.jpeg,124033,image/jpeg,Road Projects: 9.Mumbai – Nagpur Samruddhi Mahamarg Expressway,2025-08-22 06:12:11
DV expressway.webp,DV expressway.webp,/media/project-photos/road-projects/DV expressway.webp,62950,image/webp,Road Projects: DV expressway,2025-08-22 06:12:11
DV expressway2.webp,DV expressway2.webp,/media/project-photos/road-projects/DV expressway2.webp,58996,image/webp,Road Projects: DV expressway2,2025-08-22 06:12:11
VME2.jpg,VME2.jpg,/media/project-photos/road-projects/VME2.jpg,67512,image/jpg,Road Projects: VME2,2025-08-22 06:12:11
vadodara-mumbai-expressway_0_1200.jpg,vadodara-mumbai-expressway_0_1200.jpg,/media/project-photos/road-projects/vadodara-mumbai-expressway_0_1200.jpg,189007,image/jpg,Road Projects: vadodara-mumbai-expressway_0_1200,2025-08-22 06:12:11
"01. Construction of new cricket stadium, Motera.jpg","01. Construction of new cricket stadium, Motera.jpg","/media/project-photos/buildings-factories/01. Construction of new cricket stadium, Motera.jpg",82165,image/jpg,"Buildings & Factories: 01. Construction of new cricket stadium, Motera",2025-08-22 06:12:11
"02. Dholera Smart City - Drainage, CETP 2.webp","02. Dholera Smart City - Drainage, CETP 2.webp","/media/project-photos/buildings-factories/02. Dholera Smart City - Drainage, CETP 2.webp",215744,image/webp,"Buildings & Factories: 02. Dholera Smart City - Drainage, CETP 2",2025-08-22 06:12:11
"02. Dholera Smart City - Drainage, CETP.jpeg","02. Dholera Smart City - Drainage, CETP.jpeg","/media/project-photos/buildings-factories/02. Dholera Smart City - Drainage, CETP.jpeg",187426,image/jpeg,"Buildings & Factories: 02. Dholera Smart City - Drainage, CETP",2025-08-22 06:12:11
"02.Dholera Smart City - Drainage, CETP 1.webp","02.Dholera Smart City - Drainage, CETP 1.webp","/media/project-photos/buildings-factories/02.Dholera Smart City - Drainage, CETP 1.webp",69532,image/webp,"Buildings & Factories: 02.Dholera Smart City - Drainage, CETP 1",2025-08-22 06:12:11
"02.Dholera Smart City - Drainage, CETP.png","02.Dholera Smart City - Drainage, CETP.png","/media/project-photos/buildings-factories/02.Dholera Smart City - Drainage, CETP.png",426946,image/png,"Buildings & Factories: 02.Dholera Smart City - Drainage, CETP",2025-08-22 06:12:11
"05.PMAY Housing Gujarat Housing Board, Surat.jpg","05.PMAY Housing Gujarat Housing Board, Surat.jpg","/media/project-photos/buildings-factories/05.PMAY Housing Gujarat Housing Board, Surat.jpg",65912,image/jpg,"Buildings & Factories: 05.PMAY Housing Gujarat Housing Board, Surat",2025-08-22 06:12:11
"06. Expansion of Grasim Industries, Vilayat.jpg","06. Expansion of Grasim Industries, Vilayat.jpg","/media/project-photos/buildings-factories/06. Expansion of Grasim Industries, Vilayat.jpg",90790,image/jpg,"Buildings & Factories: 06. Expansion of Grasim Industries, Vilayat",2025-08-22 06:12:11
"06.Expansion of Grasim Industries, Vilayat.jpg","06.Expansion of Grasim Industries, Vilayat.jpg","/media/project-photos/buildings-factories/06.Expansion of Grasim Industries, Vilayat.jpg",229383,image/jpg,"Buildings & Factories: 06.Expansion of Grasim Industries, Vilayat",2025-08-22 06:12:11
"07.Tata Memorial Hospital, Navsari.jpg","07.Tata Memorial Hospital, Navsari.jpg","/media/project-photos/buildings-factories/07.Tata Memorial Hospital, Navsari.jpg",30743,image/jpg,"Buildings & Factories: 07.Tata Memorial Hospital, Navsari",2025-08-22 06:12:11
"15.Tata Semiconductor Fab Facility, Dholera 2.jpeg","15.Tata Semiconductor Fab Facility, Dholera 2.jpeg","/media/project-photos/buildings-factories/15.Tata Semiconductor Fab Facility, Dholera 2.jpeg",12756,image/jpeg,"Buildings & Factories: 15.Tata Semiconductor Fab Facility, Dholera 2",2025-08-22 06:12:11
"15.Tata Semiconductor Fab Facility, Dholera.jpeg","15.Tata Semiconductor Fab Facility, Dholera.jpeg","/media/project-photos/buildings-factories/15.Tata Semiconductor Fab Facility, Dholera.jpeg",79390,image/jpeg,"Buildings & Factories: 15.Tata Semiconductor Fab Facility, Dholera",2025-08-22 06:12:11
"16.Coke Oven Plant at AMNS, Hazira 1.jpeg","16.Coke Oven Plant at AMNS, Hazira 1.jpeg","/media/project-photos/buildings-factories/16.Coke Oven Plant at AMNS, Hazira 1.jpeg",241583,image/jpeg,"Buildings & Factories: 16.Coke Oven Plant at AMNS, Hazira 1",2025-08-22 06:12:11
"16.Coke Oven Plant at AMNS, Hazira 2 (1).jpeg","16.Coke Oven Plant at AMNS, Hazira 2 (1).jpeg","/media/project-photos/buildings-factories/16.Coke Oven Plant at AMNS, Hazira 2 (1).jpeg",418475,image/jpeg,"Buildings & Factories: 16.Coke Oven Plant at AMNS, Hazira 2 (1)",2025-08-22 06:12:11
"16.Coke Oven Plant at AMNS, Hazira 2.jpeg","16.Coke Oven Plant at AMNS, Hazira 2.jpeg","/media/project-photos/buildings-factories/16.Coke Oven Plant at AMNS, Hazira 2.jpeg",418475,image/jpeg,"Buildings & Factories: 16.Coke Oven Plant at AMNS, Hazira 2",2025-08-22 06:12:11
"16.Coke Oven Plant at AMNS, Hazira 3.webp","16.Coke Oven Plant at AMNS, Hazira 3.webp","/media/project-photos/buildings-factories/16.Coke Oven Plant at AMNS, Hazira 3.webp",35636,image/webp,"Buildings & Factories: 16.Coke Oven Plant at AMNS, Hazira 3",2025-08-22 06:12:11
"17.Construction of Precast elements for Adani Power  Solar, Mundra 1.jpeg","17.Construction of Precast elements for Adani Power  Solar, Mundra 1.jpeg","/media/project-photos/buildings-factories/17.Construction of Precast elements for Adani Power  Solar, Mundra 1.jpeg",73472,image/jpeg,"Buildings & Factories: 17.Construction of Precast elements for Adani Power  Solar, Mundra 1",2025-08-22 06:12:11
"18.Reliance Life Sciences, Nashik 2.jpeg","18.Reliance Life Sciences, Nashik 2.jpeg","/media/project-photos/buildings-factories/18.Reliance Life Sciences, Nashik 2.jpeg",248490,image/jpeg,"Buildings & Factories: 18.Reliance Life Sciences, Nashik 2",2025-08-22 06:12:11
"18.Reliance Life Sciences, Nashik 3.jpeg","18.Reliance Life Sciences, Nashik 3.jpeg","/media/project-photos/buildings-factories/18.Reliance Life Sciences, Nashik 3.jpeg",140554,image/jpeg,"Buildings & Factories: 18.Reliance Life Sciences, Nashik 3",2025-08-22 06:12:11
"19.Expansion at Hindustan Zinc Ltd, Udaipur 2.jpeg","19.Expansion at Hindustan Zinc Ltd, Udaipur 2.jpeg","/media/project-photos/buildings-factories/19.Expansion at Hindustan Zinc Ltd, Udaipur 2.jpeg",204886,image/jpeg,"Buildings & Factories: 19.Expansion at Hindustan Zinc Ltd, Udaipur 2",2025-08-22 06:12:11
"20.Fintech Towers at GIFT City, Ahmedabad 2.jpeg","20.Fintech Towers at GIFT City, Ahmedabad 2.jpeg","/media/project-photos/buildings-factories/20.Fintech Towers at GIFT City, Ahmedabad 2.jpeg",384268,image/jpeg,"Buildings & Factories: 20.Fintech Towers at GIFT City, Ahmedabad 2",2025-08-22 06:12:11
"20.Fintech Towers at GIFT City, Ahmedabad 3.jpeg","20.Fintech Towers at GIFT City, Ahmedabad 3.jpeg","/media/project-photos/buildings-factories/20.Fintech Towers at GIFT City, Ahmedabad 3.jpeg",323400,image/jpeg,"Buildings & Factories: 20.Fintech Towers at GIFT City, Ahmedabad 3",2025-08-22 06:12:11
"20.Fintech Towers at GIFT City, Ahmedabad 4.jpeg","20.Fintech Towers at GIFT City, Ahmedabad 4.jpeg","/media/project-photos/buildings-factories/20.Fintech Towers at GIFT City, Ahmedabad 4.jpeg",420255,image/jpeg,"Buildings & Factories: 20.Fintech Towers at GIFT City, Ahmedabad 4",2025-08-22 06:12:11
"20.Fintech Towers at GIFT City, Ahmedabad 5.jpeg","20.Fintech Towers at GIFT City, Ahmedabad 5.jpeg","/media/project-photos/buildings-factories/20.Fintech Towers at GIFT City, Ahmedabad 5.jpeg",425355,image/jpeg,"Buildings & Factories: 20.Fintech Towers at GIFT City, Ahmedabad 5",2025-08-22 06:12:11
IIMA PSP.jpg,IIMA PSP.jpg,/media/project-photos/buildings-factories/IIMA PSP.jpg,513166,image/jpg,Buildings & Factories: IIMA PSP,2025-08-22 06:12:11
1. BULLET TRAIN PROJECTS.webp,1. BULLET TRAIN PROJECTS.webp,/media/project-photos/bullet/1. BULLET TRAIN PROJECTS.webp,54158,image/webp,Bullet Train Projects: 1. BULLET TRAIN PROJECTS,2025-08-22 06:12:11
2. Bullet train.webp,2. Bullet train.webp,/media/project-photos/bullet/2. Bullet train.webp,201220,image/webp,Bullet Train Projects: 2. Bullet train,2025-08-22 06:12:11
04.Vadodara Airport (1).jpg,04.Vadodara Airport (1).jpg,/media/project-photos/others/04.Vadodara Airport (1).jpg,82300,image/jpg,Other Projects: 04.Vadodara Airport (1),2025-08-22 06:12:11
04.Vadodara Airport (2).jpg,04.Vadodara Airport (2).jpg,/media/project-photos/others/04.Vadodara Airport (2).jpg,93203,image/jpg,Other Projects: 04.Vadodara Airport (2),2025-08-22 06:12:11
"21.Jamrani Dam, Uttarakhand 1.jpeg","21.Jamrani Dam, Uttarakhand 1.jpeg","/media/project-photos/others/21.Jamrani Dam, Uttarakhand 1.jpeg",53833,image/jpeg,"Other Projects: 21.Jamrani Dam, Uttarakhand 1",2025-08-22 06:12:11
"21.Jamrani Dam, Uttarakhand 2.jpeg","21.Jamrani Dam, Uttarakhand 2.jpeg","/media/project-photos/others/21.Jamrani Dam, Uttarakhand 2.jpeg",26181,image/jpeg,"Other Projects: 21.Jamrani Dam, Uttarakhand 2",2025-08-22 06:12:11
"21.Jamrani Dam, Uttarakhand 3.jpeg","21.Jamrani Dam, Uttarakhand 3.jpeg","/media/project-photos/others/21.Jamrani Dam, Uttarakhand 3.jpeg",46675,image/jpeg,"Other Projects: 21.Jamrani Dam, Uttarakhand 3",2025-08-22 06:12:11
CANAL2.jpg,CANAL2.jpg,/media/project-photos/others/CANAL2.jpg,128461,image/jpg,Other Projects: CANAL2,2025-08-22 06:12:11
FACTORY1.jpg,FACTORY1.jpg,/media/project-photos/others/FACTORY1.jpg,308491,image/jpg,Other Projects: FACTORY1,2025-08-22 06:12:11
photo1.jpg,photo1.jpg,/media/project-photos/others/photo1.jpg,327380,image/jpg,Other Projects: photo1,2025-08-22 06:12:11